Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps;date;year_georef;Nom Officiel Commune;Code Officiel Département;Nom Officiel Département;Code Officiel EPCI;Nom Officiel EPCI;Code Officiel Région;Nom Officiel Région;Nom Officiel Commune / Arrondissement Municipal;Code Officiel Commune
201700034193;2017-08-07T20:30:00+02:00;Strasbourg;2017;08;07;20:30;Nuit avec éclairage public allumé;En agglomération;1;Normale;Autre collision;67;482;67482;12, PAUL ELUARD (RUE);4858791;0769771;67100;12;48.538648, 7.767966;;normale;;A sens unique;;00;0;60;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1997;Masculin;Se déplaçant;Blessé;Casque;Non;;A01;1;Conducteur;;Promenade – loisirs;;Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;;Bordure de trottoir;Quad lourd > 50 cm3 (Quadricycle à moteur non carrossé);;Métropole;;2017;Strasbourg;67;Bas-Rhin;246700488;Eurométropole de Strasbourg;44;Grand Est;Strasbourg;67482
201700034202;2017-08-14T14:45:00+02:00;Strasbourg;2017;08;14;14:45;Plein jour;En agglomération;1;Normale;Autre collision;67;482;67482;78, VOSGES (AVENUE DES);4859116;0774590;67100;78;48.569147, 7.753081;;normale;;Bidirectionnelle;;00;0;130;;0;4;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1991,1991;Féminin,Masculin;Traversant,Se déplaçant;Blessé,Indemne;Casque;Oui;Sur passage piéton - Avec signalisation lumineuse;A01;1;Piéton,Conducteur;Seul;Utilisation professionnelle;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;Piéton;;Motocyclette > 125 cm3;;Métropole;2017-02-01;2017;Strasbourg;67;Bas-Rhin;246700488;Eurométropole de Strasbourg;44;Grand Est;Strasbourg;67482
201700034213;2017-08-28T17:20:00+02:00;Strasbourg;2017;08;28;17:20;Plein jour;En agglomération;3;Normale;Deux véhicules – par le coté;67;482;67482;121, COLMAR (AVENUE DE);4856495;0775239;67100;121;48.564953, 7.752472;;normale;;A chaussées séparées;;00;0;40;;70;2;Voie Communale;;Partie rectiligne;Plat;Voie ferrée;Sur chaussée;1932,1963,1969;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne;Autre,Ceinture,Ceinture;Non déterminable,Oui,Oui;;A01,B01;4,1,1;Passager,Conducteur,Conducteur;;Promenade – loisirs,Utilisation professionnelle,Utilisation professionnelle;Avant,Avant gauche;Sans changement de direction,Tournant A gauche;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule sur rail;;Tramway,VU seul 1;;Métropole;;2017;Strasbourg;67;Bas-Rhin;246700488;Eurométropole de Strasbourg;44;Grand Est;Strasbourg;67482
201700034243;2017-09-21T05:45:00+02:00;Strasbourg;2017;09;21;05:45;Crépuscule ou aube;En agglomération;1;Brouillard - fumée;Autre collision;67;482;67482;CAROLINGIENS (RUE DES);4860761;0771699;67100;;48.526593, 7.768178;;mouillée;;Bidirectionnelle;Piste cyclable;99;0;36;;0;0;autre;;Partie rectiligne;Plat;;Sur piste cyclable;1998;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant gauche;Déporté A gauche;PK ou PR ou numéro d’adresse postale croissant;;Glissière béton;VL seul;;Métropole;;2017;Strasbourg;67;Bas-Rhin;246700488;Eurométropole de Strasbourg;44;Grand Est;Strasbourg;67482
201700034254;2017-09-26T17:50:00+02:00;Strasbourg;2017;09;26;17:50;Plein jour;En agglomération;1;Normale;Deux véhicules – par l’arrière;67;482;67482;23, BALE (RUE DE);4856770;0776481;67100;23;48.567761, 7.764847;;normale;;Bidirectionnelle;;00;0;80;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;2002,1981;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non déterminable,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Arrière,Avant;Même sens,Même sens;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole;;2017;Strasbourg;67;Bas-Rhin;246700488;Eurométropole de Strasbourg;44;Grand Est;Strasbourg;67482
201700034259;2017-09-27T19:10:00+02:00;Schiltigheim;2017;09;27;19:10;Plein jour;En agglomération;5;Normale;Deux véhicules – par le coté;67;447;67447;BISCHHEIM (RUE DE);4860970;0775509;67300;;48.609316, 7.7552;;normale;;Bidirectionnelle;;00;0;77;;0;2;Voie Communale;;Partie rectiligne;Plat;;;2002,1994;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non déterminable,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Autre;Avant droit,Côté gauche;Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole;;2017;Schiltigheim;67;Bas-Rhin;246700488;Eurométropole de Strasbourg;44;Grand Est;Schiltigheim;67447
201700034291;2017-10-20T08:05:00+02:00;Schiltigheim;2017;10;20;08:05;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;67;447;67447;0, GENERAL DE GAULLE (RO;4860399;0773771;67300;0;48.604861, 7.736976;;normale;;Bidirectionnelle;;00;0;110;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;2001,1959;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Equipement réfléchissant,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – école,Domicile – travail;Avant,Arrière droit;Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;Bicyclette,VL seul;;Métropole;;2017;Schiltigheim;67;Bas-Rhin;246700488;Eurométropole de Strasbourg;44;Grand Est;Schiltigheim;67447
201700025101;2017-12-17T03:15:00+01:00;Toulouse;2017;12;17;03:15;Nuit avec éclairage public allumé;Hors agglomération;1;Normale;Autre collision;31;555;31555;999, VA007518 A68;4363782;0147953;31000;999;43.604268, 1.441019;;normale;;A chaussées séparées;;99;68;0;;0;3;Autoroute;;Partie rectiligne;Plat;Bretelle d’échangeur ou de raccordement;Sur chaussée;1984,1981;Masculin,Masculin;Se déplaçant,Se déplaçant;Tué,Tué;Ceinture,Ceinture;Non déterminable,Non déterminable;;A01;2,1;Passager,Conducteur;;Promenade – loisirs,Autre;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;;Autre obstacle fixe sur chaussée;VL seul;;Métropole;2017-01-01;2017;Toulouse;31;Haute-Garonne;243100518;Toulouse Métropole;76;Occitanie;Toulouse;31555
201700025147;2017-03-26T06:38:00+02:00;Sainte-maure;2017;03;26;06:38;Nuit sans éclairage public;Hors agglomération;1;Normale;Deux véhicules - frontale;10;352;10352;massonville;4835966;0410450;10150;;48.340311, 4.074154;42;normale;;Bidirectionnelle;;99;677;157;D;76;2;Route Départementale;0;Partie rectiligne;Pente;;Sur chaussée;1987,2010,1984,1977;Masculin,Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Blessé,Blessé;Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Non déterminable;;A01,B01;1,8,2,1;Conducteur,Passager,Passager,Conducteur;;Domicile – travail,Domicile – travail,Domicile – travail,Domicile – travail;Avant,Côté droit;A contresens,Manœuvre d’évitement;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;Fossé;VL seul,PL > 3;;Métropole;;2017;Sainte-Maure;10;Aube;200069250;CA Troyes Champagne Métropole;44;Grand Est;Sainte-Maure;10352
201700025182;2017-06-22T15:30:00+02:00;Riedwihr;2017;06;22;15:30;Plein jour;En agglomération;1;Normale;Autre collision;68;272;68272;17 grand rue;4812655;0744505;;17;48.124669, 7.44522;;normale;;Bidirectionnelle;;99;45;70;;0;2;Route Départementale;;En courbe à droite;Plat;;Sur chaussée;1979,1950;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Non déterminable,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – travail;Arrière droit,Avant;En marche arrière,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;Bâtiment;VU seul 1,VL seul;;Métropole;;2017;;;;;;;;;68272
201700025197;2017-03-26T13:50:00+02:00;Sigolsheim;2017;03;26;13:50;Plein jour;Hors agglomération;1;Normale;Trois véhicules et plus - collisions multiples;68;310;68310;Voie viticole 11;4812893;0731480;;11;;0;normale;;Bidirectionnelle;;99;0;42;;0;2;autre;0;Partie rectiligne;Plat;;Sur chaussée;1942,1946;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Casque,Casque;Non,Non;;A01,C01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Côté gauche,Côté gauche,Côté droit;Même sens,Même sens,Même sens;;Véhicule,Véhicule,Véhicule;;Bicyclette,Bicyclette,VL seul;;Métropole;;2017;;;;;;;;;68310
201700025300;2017-02-22T16:05:00+01:00;Frejairolles;2017;02;22;16:05;Plein jour;Hors agglomération;1;Normale;Sans collision;81;097;81097;RD 81, PK 012+000;4386085;0225388;81990;81;;12;normale;;Bidirectionnelle;;99;81;0;;0;2;Route Départementale;0;;Plat;;;1958;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;Promenade – loisirs;Côté droit;Dépassant A gauche;;;Fossé;Scooter > 125 cm3;;Métropole;;2017;Fréjairolles;81;Tarn;248100737;CA de l'Albigeois (C2a);76;Occitanie;Fréjairolles;81097
201700025344;2017-05-09T17:45:00+02:00;Auch;2017;05;09;17:45;Plein jour;En agglomération;1;Normale;Autre collision;32;013;32013;30, ROUGET DE LISLE;4364570;0059125;32000;30;43.645709, 0.591119;;normale;;Bidirectionnelle;;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1993,1992;Masculin,Masculin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;Promenade – loisirs,Promenade – loisirs;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Piéton;;VL seul;;Métropole;;2017;Auch;32;Gers;200066926;CA Grand Auch Coeur de Gascogne;76;Occitanie;Auch;32013
201700025356;2017-06-29T08:18:00+02:00;Auch;2017;06;29;08:18;Plein jour;Hors agglomération;1;Normale;Deux véhicules – par le coté;32;013;32013;GAOUERE (CHEMIN DE);4362070;0057724;32000;;43.62242, 0.555107;;mouillée;;Bidirectionnelle;;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1974,1962;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Avant,Côté gauche;Traversant la chaussée,Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Auch;32;Gers;200066926;CA Grand Auch Coeur de Gascogne;76;Occitanie;Auch;32013
201700025380;2017-01-30T08:45:00+01:00;Dieuze;2017;01;30;08:45;Plein jour;Hors agglomération;1;Pluie forte;Sans collision;57;177;57177;Départementale 22;4879340;0670686;57260;22;48.821411, 6.699078;13;verglacée;;Bidirectionnelle;;99;22;55;;0;2;Route Départementale;200;En courbe à gauche;Plat;;;2014,1985;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Dispositif enfants,Ceinture;Oui,Oui;;A01;7,1;Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs;Chocs multiples (tonneaux);Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;;;VL seul;;Métropole;;2017;Dieuze;57;Moselle;245701206;CC du Saulnois;44;Grand Est;Dieuze;57177
201700025392;2017-05-28T22:15:00+02:00;Guebestroff;2017;05;28;22:15;Nuit sans éclairage public;Hors agglomération;3;Normale;Deux véhicules – par le coté;57;265;57265;intersection RD 22 - RD;4882555;0672714;57260;22;;17;normale;2;;;99;22;100;B;100;2;Route Départementale;90;;Plat;;Sur chaussée;2000,1967;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant gauche,Avant gauche;Tournant A gauche,Tournant A gauche;PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Motocyclette > 50 cm3 et <= 125 cm3;;Métropole;;2017;Guébestroff;57;Moselle;245701206;CC du Saulnois;44;Grand Est;Guébestroff;57265
201700025411;2017-02-09T19:15:00+01:00;Champdotre;2017;02;09;19:15;Nuit sans éclairage public;Hors agglomération;1;Normale;Trois véhicules et plus - collisions multiples;21;138;21138;Autoroute A 39, 23+450,;4719074;0532169;21130;39;;23;normale;;A chaussées séparées;;99;39;100;;12;4;Autoroute;450;Partie rectiligne;Plat;;Sur chaussée;1992,1971,1950;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Tué;Ceinture,Ceinture,Ceinture;Oui,Oui,Non;;B01,C01,A01;1,1,1;Conducteur,Conducteur,Conducteur;;Promenade – loisirs,Domicile – travail;Arrière,Avant,Avant;Même sens,Manœuvre d’évitement,Même sens;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,VU seul 1,VL seul;;Métropole;;2017;Champdôtre;21;Côte-d'Or;200070902;CC Auxonne Pontailler Val de Saône;27;Bourgogne-Franche-Comté;Champdôtre;21138
201700025415;2017-12-17T19:00:00+01:00;Fauverney;2017;12;17;19:00;Nuit sans éclairage public;Hors agglomération;1;Temps couvert;Autre collision;21;261;21261;Bretelle B39B échangeur;4727461;0514469;21110;39;;0;mouillée;;A sens unique;;99;31;70;A;0;2;Autoroute;900;En courbe à gauche;Plat;Bretelle d’échangeur ou de raccordement;Sur bande d’arrêt d’urgence;1958,1974,1949,2010;Masculin,Féminin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Tué,Blessé;Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Non déterminable,Oui;;A01;1,9,7,2;Conducteur,Passager,Passager,Passager;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant droit;Déporté A droite;PK ou PR ou numéro d’adresse postale croissant;;Bâtiment;VL seul;;Métropole;;2017;Fauverney;21;Côte-d'Or;200000925;CC de la Plaine Dijonnaise;27;Bourgogne-Franche-Comté;Fauverney;21261
201700025540;2017-06-10T18:20:00+02:00;La Teste-de-buch;2017;06;10;18:20;Plein jour;En agglomération;1;Normale;Autre collision;33;529;33529;1, PORT (RUE DU);4463321;-114505;33115;1;44.703463, -1.177498;;normale;;Bidirectionnelle;;99;0;70;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1990,1988,1984;Féminin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne;Casque,Casque,Casque;Oui,Oui,Oui;;B01,A01;2,1,1;Passager,Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Côté gauche,Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;Motocyclette > 50 cm3 et <= 125 cm3,Scooter < 50 cm3;;Métropole;;2017;La Teste-de-Buch;33;Gironde;243300563;CA Bassin d'Arcachon Sud-Pôle Atlantique (Cobas);75;Nouvelle-Aquitaine;La Teste-de-Buch;33529
201700025550;2017-07-19T10:30:00+02:00;La Teste-de-buch;2017;07;19;10:30;Plein jour;Hors agglomération;1;Normale;Autre collision;33;529;33529;D804-PistCyc-28+433;4456703;-122881;33115;804;44.632214, -1.14605;28;normale;;Bidirectionnelle;Piste cyclable;99;804;70;;0;2;Route Départementale;433;Partie rectiligne;Bas de côte;;Sur piste cyclable;1981,1950;Masculin,Masculin;Se déplaçant Sens véhicule heurtant,Se déplaçant;Indemne,Blessé;Casque;Oui;Sur chaussée - A + 50 m du passage piéton;A01;1;Piéton,Conducteur;Seul;Promenade – loisirs,Promenade – loisirs;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Piéton;;Bicyclette;;Métropole;;2017;La Teste-de-Buch;33;Gironde;243300563;CA Bassin d'Arcachon Sud-Pôle Atlantique (Cobas);75;Nouvelle-Aquitaine;La Teste-de-Buch;33529
201700025595;2017-01-09T07:45:00+01:00;Gradignan;2017;01;09;07:45;Nuit avec éclairage public allumé;En agglomération;3;Normale;Deux véhicules - frontale;33;192;33192;50, CRS DU GENERAL DE GA;4478244;-060747;33170;50;44.782558, -0.605747;;normale;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;;;;Sur chaussée;1991,1993;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Non déterminable,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;;Avant,Avant;Sans changement de direction,Tournant A gauche;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;Motocyclette > 125 cm3,VL seul;;Métropole;;2017;Gradignan;33;Gironde;243300316;Bordeaux Métropole;75;Nouvelle-Aquitaine;Gradignan;33192
201700025645;2017-02-16T09:00:00+01:00;Bordeaux;2017;02;16;09:00;Plein jour;En agglomération;1;Normale;Autre collision;33;063;33063;54CRSPASTEURS/PSTECYCLA.;4483190;-057347;33100;54;44.837663, -0.579717;;normale;;A chaussées séparées;Piste cyclable;00;;0;;0;4;Voie Communale;;Partie rectiligne;Plat;;Sur piste cyclable;1985,1937;Masculin,Masculin;Se déplaçant,Traversant;Indemne,Blessé;Autre;Non déterminable;Sur chaussée - A + 50 m du passage piéton;A01;1;Conducteur,Piéton;Seul;Domicile – travail,Autre;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;Piéton;;Bicyclette;;Métropole;;2017;Bordeaux;33;Gironde;243300316;Bordeaux Métropole;75;Nouvelle-Aquitaine;Bordeaux;33063
201700025671;2017-03-10T11:30:00+01:00;Bordeaux;2017;03;10;11:30;Plein jour;En agglomération;2;Normale;Deux véhicules – par le coté;33;063;33063;VA>ECOLENORMALE-VB>BX;4484700;-060900;33100;;;;normale;;Bidirectionnelle;;00;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1940,1935;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Non déterminable,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs;Côté gauche,Avant;Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule;Autre obstacle fixe sur chaussée;VL seul,VL seul;;Métropole;;2017;Bordeaux;33;Gironde;243300316;Bordeaux Métropole;75;Nouvelle-Aquitaine;Bordeaux;33063
201700025682;2017-03-18T20:15:00+01:00;Bordeaux;2017;03;18;20:15;Nuit avec éclairage public allumé;En agglomération;1;Normale;Deux véhicules – par l’arrière;33;063;33063;BDJOLIOT-CURIE=>BORDEAUX;4483610;-055041;33100;;44.850055, -0.537979;;normale;;A chaussées séparées;;00;;0;;0;5;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1977,1992,1994;Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Non déterminable;;B01,A01;2,1,1;Passager,Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs,Autre;Arrière,Avant;Sans changement de direction,Même sens;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule;;VL seul,VU seul 1;;Métropole;;2017;Bordeaux;33;Gironde;243300316;Bordeaux Métropole;75;Nouvelle-Aquitaine;Bordeaux;33063
201700025695;2017-03-24T15:05:00+01:00;Pessac;2017;03;24;15:05;Plein jour;En agglomération;1;Normale;Autre collision;33;318;33318;25R.CIBOULETTE-RESARAGO1;4479780;-064736;33600;25;44.798626, -0.645995;;normale;;A sens unique;;00;;31;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur trottoir;1999,2006;Masculin,Masculin;Se déplaçant,Se déplaçant Sens véhicule heurtant;Blessé,Blessé;Casque;Non;Sur trottoir;A01;1;Conducteur,Piéton;Seul;Autre,Autre;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;Piéton;Véhicule en stationnement;Cyclomoteur <50cm3;;Métropole;;2017;Pessac;33;Gironde;243300316;Bordeaux Métropole;75;Nouvelle-Aquitaine;Pessac;33318
201700025737;2017-04-22T01:30:00+02:00;Bordeaux;2017;04;22;01:30;Nuit avec éclairage public allumé;En agglomération;2;Normale;Deux véhicules – par le coté;33;063;33063;54, RUE LAGRANGE/MANDRON;4485310;-058001;33100;54;;;normale;;Bidirectionnelle;;00;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1971,1993;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Casque,Casque;Oui,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Autre;Avant,Avant;Sans changement de direction,A contresens;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule;;Motocyclette > 125 cm3,Bicyclette;;Métropole;;2017;Bordeaux;33;Gironde;243300316;Bordeaux Métropole;75;Nouvelle-Aquitaine;Bordeaux;33063
201700025749;2017-05-07T18:00:00+02:00;Bordeaux;2017;05;07;18:00;Plein jour;En agglomération;2;Normale;Deux véhicules - frontale;33;063;33063;E.VAILLAN/RACCORDEMENT;4486460;-056376;33100;;;;normale;;Bidirectionnelle;;00;;0;;0;5;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1969,1995,1994;Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Blessé;Ceinture,Ceinture,Casque;Non déterminable,Oui,Non déterminable;;B01,A01;1,2,1;Conducteur,Passager,Conducteur;;;Avant;Tournant A gauche,Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Scooter > 50 cm3 et <= 125 cm3;;Métropole;;2017;Bordeaux;33;Gironde;243300316;Bordeaux Métropole;75;Nouvelle-Aquitaine;Bordeaux;33063
